,tweet,class
4929, thekinziewells chansdav all haha because i m thinkingofyou and your dirtylove sexxy bitch ,1
10953,i think i figured out where white trash americans come from the rural parts of europe ,1
4656, schulzgrayson dswizzle lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,1
21131,spittin crystal in a bitch face was larry johnson s funniest moment in my book sue me for having a sense of humor ,1
1782, idntwearcondoms u get what u put in if all u offering is pussy don t be mad when all u receive is dick ,1
16087, kxrxsxb sometimes i turn my phone on loud to tweet just to hear the bird chirp truestory teamiphone,2
24343,paper ova pussy,1
24764,you gotta understand that these bitches are childish,1
5455, a murda happy birthday bad bitch,1
16479, missundersto od fellas take note naughtyturnons eating pussy keeps your lips soft ,1
17328, sir strange her pussy loves it when i speak in tongues ,1
17756, theomaxximus i can post a picture of chrus at like in the morning and the little nigga will favorite and retweet that hoe,1
20289, vickybeanmr when u with yo main bitch and you see yo side bitch in public t co scmkp nygu,1
9990,i ain t got time for a hoe tell her hop in the whip amp shut the cadillac doe,1
23212,you a bitch,1
7554,alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him he s in the past,2
7119, tarbetto find one where be beat nathan moons head into the ice too ol andrew is straight trash as far as hockey ,2
16957, probirdrights dear mr science if human so better how come they can t be bird oh i m sorry was that too logic for you ,2
10513,i hate when people just randomly stop talking to you like give me a reason bitch,1
7024, shefeelsd payne nigga don t be telling my business on this hoe lol,1
503, ibs irritable bitch syndrome ,1
22323,tym lyt dis blunt n holla hoes ,1
13680,only keep real bitches in attendance ,1
11171,i ll fuck a bitch real quick,1
12155,just saw the baddest bitch in life walking down the street if she didn t have that aeropostale shirt on i prolly woulda gamed her ass up,1
19636, marvelmaliks d nipples you little stupid ass bitch i aint fucking with you,1
7826,as soon as a bitch think shit sweet give em wat they been asking for ,1
3958, lornalovesmatt delon aaryneliza poor poor parker has nothing without aaryn bitch about no would even know he was around a looser,1
14700, chukaoffor lmaooo hoes so childish t co usfmd saf,1
7887,bruh coldhearted them ugly hoes say a nigga arrogant ,1
18153, yankees gardy goes yardy again he leads off the game with a hr for the second straight night and it s yankees ,2
11691,if you ve ever been to drunk to fish you might be a redneck,2
11869,is this napk bitch retarded or stupid wtf would you request me didn t she read my bio it s pretty t co reqhlhhml ,1
4961, therealjohn doe thats nate dumbass we all just mock him,1
1996, amp i keep that bitch on me it s part of my fashion so nigga see me when you see me catch me in traffic,1
2213, w anjahlamarie the depot a pussyfootin xxxmas hoe hoe hoe motherfucker santa claws is coming to town ,1
21566,the hoes aint classy no more more like trashyyy ,1
20530,riding wit my old dude dis nicca bangin freshprince summertime ,1
19549, lilduval this bitch is pregnant dancing her heart out for me and i m on instagram i m an asshole t co qoxkqbyxhe,1
13221,never did like that bitch,1
3028, digo nieto thanks little fag ,1
5989, fucktyler me too tyler it just makes me think that they re lil nigger baby hoodrats ,0
10384,i got soo many funny pictures from yesterday bitches was fucced,1
21282,talkin brokanese i took yo bitch and broke her knees,1
7736,and honestly i m a social hoe i ll talk to any and everybody nowhere in there did i said fuck suck and trap ,1
4347, opalrose ursoul duckydynamo trethreat it s a band negro,1
6261, jezzzz shitpussiessay jessica i m not afraid to slit your throat tomorrow,1
12040,jay z takeover amp u don t know live home amp home concert yankee stadium t co euk ulis via youtube,2
12511,lmao humonthese harden look like the last air bender out this bitch t co jn exkxf,1
14180, anastacia cole i like being asian and all but it s a struggle having squinty eyes in every picture,2
11106,i witnessed ace hoe soo many niggas at the gardens growing up i m talking strong armed hoein too ,1
8513,commentators bitch at bird for sliding but port guys do it to buddy and it s buddy s fault ,1
21396,that ho went from darkskinned to mulatto funnyjulius this fucked me up t co tzvbbzxa ,1
6576, lilmenifee ah lil bit bitch ,1
23795,especially since rick and andrea are banging each other in the comics but the bitch died already,1
11985,it s this hoe pics i m looking at she got her ass out in pics then got with her son these hoes crazy,1
11060,i was playing music in the kitchen and now my mom keeps asking tony why give a bitch your heart when she rather have a purse ,1
22943,with a pussy mullet,1
24207,mashed potatoes string beans yellow rice and chicken ,2
4090, mickalabickham barely a rhyme dumb bitch,1
17116, rnadjorell kudabrazyy rnadjorell knocked that bitch soul out her body lol aha bruh cocked back an fired on that bitch,1
964, my bitch ,1
3040, dizzybala jmattear awww dis sellout nigguh still talking ,1
15044, dragonflyjonez she from the d she might have some hoes on the stroll all jokes aside too live milz dej loaf dress like jerome h ,1
12085,johnny manziel just flipped somebody the bird ,2
3278, god loves biebs go pray in a church or something fag no one cares about your religious bullshit ,0
17248, sexualtruth i want to lick one lucky healthy amp clean woman s pussy tonight to totally change her life amp views about men forever ,1
5341, renaissancejay don t send me those boxes we droided up on da mile my nigga got da dro droid na drum fo a pussy boy yeer me ,1
13719,or their music is trash,2
1781, idntwearcondoms ladies what if a dude put two hands in your pussy and started clapping lmaoo,1
11043,i was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the s ,1
5669, brookeschade piperleigh cass uhhh deee baylee all of yall stfu your all pussies and won t do shit,1
14575, calistrong and i probably fucked yo bitch homie ,1
13890,porcha grandma really like a nig for real i should have tried to hollar fo real,1
12994,my bitches not average spend money i got it ya girl want me she gon get fucked ain t no askin,1
6960, samross it s parseltounge not basilisk you fucking pussy get it right ,1
13710,or i m vibing and they ask to see the aux cord knowing they bout to play some trash ,2
12045,jealous niggas usually send the hate threw the bitches,1
13028,my down bitch my crime partner ima bitch when he get mad my lil doctor ,1
12600,lol dat bitch petty,1
5995, gallinofmilk fight me hoe,1
24329,one of the managers tried me talking about stay till am and aint nobody ordering i walked shmoove out that bitch,1
24052,if u get mad or in ur feelings bout zoe s vs yanks tweets then twitter ain t for u i be rolling at this shit tho ,1
2114, waaaaittt niggah holllll up these niggahs come to town start wife n my old sluts ,1
9179,free iiive nigga let all a my dogs out moma said no pussy cats inside my dog house sb gang t co e baxoypgg,1
10435,i hate a trash bad bitch,1
14945, datnigpriest bookieg not all of us my nig i m light skin with a dark skin mentality lol we all black,1
16532, mrstories i can t wait to see the new planet of the apes ,2
8832,don t you hate when someone you care about is dating a hoe but they won t listen to you ,1
18992, fart i just found out that marehood is code for horse pussy brony mlp t co ycqtmm lid,1
636, hick and raver is a venn diagram that has a very large intersection ,2
15815, jim mccloskey it s hard to be the bigger man when the other person is being such a cunt,1
23817,fat bitches fat bitches heeeey,0
10877,i sho do miss my uncle tom,2
10360,i got dirty birds hey shoot like larry bird hey,2
3790, kensuttling lesleysuttling him as well they like their fried chickenesp the spear chuckers ,1
20292, vinnycrack this bitch got the itunes terms and conditions tattooed on her t co dhrvcnrr h,1
478, i had a bitch that had a bitch had the bitch eating halibut iamyoungroc freshrhymes jerksquad slowstir,1
18433, brooklynnmsb it ain t nothing to cut that bitch off ,1
17922, usagov our national bird the american bald eagle is an endangered species success story t co ojscnnmyem,2
13982, professor columbus found america and we killed some injuns sincethecubswonaworldseries,1
24565,this bitch is weird she knows too much,1
1729, comedianjayski happy hour time best time of da day niggas don t know bout them happy hour hoes,1
23344,you know how hard it is to find a good woman but yo hoe ass being ungrateful and cheating on your good woman cuz what faggot shit ,1
10108,i can turn a hoe into a housewife cause i know how to love thats all their missing ,1
18022, wallstwatkins to get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game ,1
18408, chuuu i want this bad bitch epidemic to be over so fast bruh fees can t write a sentence with proper subject verb agreement now ,1
16185, lexataughtyou hedge brandon calm down bitch touch my boobs amp ill it your dick off amp staple it to your forehead since you wanna be a ,1
8844,draft drinking game chug a beer everytime you see a black woman crying stoolpresidente,2
8734,difference between niggers and niggas tupac my og s t co l fm cfgfw,1
11146,i d be the best at owning a bird i could teach them the funniest things to say ,2
12724,man i wish this bitch would just stfu ,1
10822,i put her pussy on the map ,1
8816,don t play with my emotions bjayblast i gotta make some bla t plash when i get back that hoe will have you gone ,1
20245, tupac taughtmeh divamonroe uhoe somebody find this bitch amp fuck her she ain t had no good dick fucking with this fat nigga ,1
4065, mcwilliamsbrett shut your legs hoe,0
2657, bossmelle never followed him ignorant monkey,0
20821,shut the fuck up and quit being such a pussy hahahah,1
4642, sarahksilverman just saw your black nra skit it was vile you re not funny was a fan of yours not anymore cunt,1
12663,lord bbbnnnnnnas cocainemodel just shut up you pathetic ass bitch you re so worthless,1
9262,fuck my ex bitch,1
12947,my true life episode comes on later on tonight at pm central time true life i wanna be a tranny ,1
14552, chlldhoodruiner great daquan got her pregnant and now i m gonna have a nigger grandbaby t co aayrrknbt,1
16485, miss missouri insecurities are such a bitch ,1
5086, valentin r bitch whatever nigga u were to scared to play,1
4744, starbuckssanae are you sure about that slant they re plagiarists and you have no idea who i am ,2
6270, joeylattime mawson americ n joey r u a retard its about the defense and we only allow an avg of like point so u really need to,1
7345, xsimoneeeeeeeee unpredictable is an excuse for retarded,1
6608, lvnzo oh hell no they act proper and i live in richardson much finer then the hoes in ducanville,1
1102, amburger wtf is flappy bird are you kidding me,2
1673, ajoyaaa victor amp shawn legs don t hurt they jigg every damn night ,1
20571,s o horsenuts clark for keeping me sane when i m a cunt,1
6717, moneyhabitz hell yeai m surrounded by hillbillys an real ass rednecks,1
8006,betta ask round these streets bitch bout jay,1
20482,real basketball players get disappointed when they throw something in the trash can and miss,2
19869, proofgelato sweet treat at lunch today raspberry gelato gin juice sorbet amp brownie gelato gelatocart thursday can t wait ,2
17105, rihannahasaids bitch built like squid ward after he ate all the krabby patties acaciamakayla djzeeti dont retire i love you h ,1
4880, that guyjeff low blow cuntface how many times the yanks beat us in the playoffs these last or so years ,1
22958,woke up cold thenna bitch n stomach on flat fr t co ivr islk,1
18852, datniggat raw top notch bitch hair down to her ass,1
159, kingcuh stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha,1
15559, ieatheartsbitch if you tell her the dick good she gone wanna try tell her it s wack she gone wanna see for herself a hoe gone be a h ,1
17297, shimshammy i just wanna ball my fist in your hair and shake the bitch right out of you ,1
3581, j dun awww shit lol i want my money too bitch who else i give one to ,1
16744, ogtreez when bae fights your side hoe amp wins t co tbdidtyott,1
17668, thefunnyteens when someone tells me i should stop being a bitch t co ltr gi muv,1
22534,we ran thru the bitch you fallin in love with ,1
2181, buckm se really does talk like a buck nigger,1
9122,first thing she wit ya next minute she against ya like that hoe from the clippers,1
8236,burritos are trash,2
16612, naziabee waynostra so jus don t be faithful cus u never kno what your bitch doing lmao ,1
24525,the seamstress gon do mob action in this bitch u meaningless to da crew ,1
3388, honey gotbunns bitch you know you won t this ,1
247, tee jonez stanleys kingcuh tuku ho idk blah blah blah ,2
11944,it s going down it s going down it s going down lil bitch ,1
18238, ashcrackk my bitch bad she from the island,1
12170,just tied my right shoe while driving on the freeway if that ain t swag bitch then i don t know what is,1
12760,mannnn tonight feels like trash ,2
2309, d nipples bitch you fucking told me to sit in that seat and yo dumbass come again saying why you sitting there bitch vote sos,1
19788, ogkaykay y all hoes so annoying ,1
19980, sblmnl crmnl woods lamar shut your nigger ass lamar,0
8633,damn the bad thing about having side hoes is you can t get mad when they don t hit you up all day ,1
7309, wodaeeex yeah right hoe,1
21, cancel that bitch like nino ,1
20489,real niggas speaking bitch u better listen ,1
15965, kattwilliams me as a good friend supports and encourages ur hoe activities ,1
9676,harvard got the worst hoes cheerleading in america,1
23722,cookies and crackers aren t even on the same level ,2
15951, kap week from thursday might be the last yankees game to look forward to in a while if nothing else jeter deserves that night ,2
5762, corey emanuel bet my trash ass self is just that petty,1
10354,i got ass cheeks on my white tee all these hoes keep grindin on me,1
12240,kinda peachpapayya u mad friend vianawf fat fucking funky nasty ass hoes,1
22365,ugh like i hate when my momma get to talking all proper like bitch stfu ,1
3688, jonnvercetti true but then again i m my opinion a hoe is someone who goes and sleeps with everybody,1
18242, beautifulkeezy beautifulkeezy maxnostalgia you need one yesss cause i m not her bf you my bitch ,1
16960, prophzilla stonernan vigxrarts bewbzy yea m fire crotch igniting your sisters pussy since ,1
17220, scoonz remember when you got your crush s aim screenname and you felt all fuzzy inside and stared at your screen and figured out what ,2
21842,these peanut butter brownies bout to give me life too ,2
4258, negroizzle anastasiapacana iheinz r lentlsstr ll m overture i trusted you queer cakes wheres the passion she made me do it dammit,1
8606,dam i just gotta hope that niggah dont snitch,1
5024, tonysinchak pussy pussy pussy marijauna wannnnaaa,1
24287,nobody bout their actions you all pussy,1
16566, mydicklscailed my dick is called nintendo cartridge because bitches blow it before they stick it in ,1
5048, trueenoughehh lol it had to be one of my old bitches ,1
6149, idkconstancio i m trash,2
1745, dirtyxluxury vontethekidd whens homecoming ho slut the th,1
10690,i lose ovo followers every year bitches unfollowed me because of my hold on we re going home rants a hoe athem is a hoe anthem,1
16767, o tunj dance monkey dance,2
8607,dam this niggah trippin off ecstasy,1
24214,might walk to dunkin donuts i want a oreo coffee coolatta ,2
5779, cryancarfield haven t you ever heard the story of the birds and the bees,2
19229, iceyy i hate hoe ass people ,0
13217,never again will i put so much into a relationship unless the bitch actually puts more effort into it than me ,1
6519, kittygurl bitch you mentioned me first tf wrong wit yo psychotic ass ,1
12218,keep to myself this year bitches reckless,1
22826,who s a thottie yous a thottie who s a thottie yous a thottie yes you bitch womp womp lord save these parched hoes,1
313, ayyee ceee one mans trash is another mans treasure ,2
10994,i tried calling my sorry ass cousin msparka for her th bday but the hoe ain t answer like always she too big time these days lol,1
7392, zfunk i like how his tattoo on his head forms a mullet white trash people can be so entertaining sometimes,1
24660,what a hoe,1
14414, black elvis my favorite episode of friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho ,2
1809, joytooawesome i think this hoe pressed or some shit righttt how many times we asked where they be ok,1
5159, woody afc lmaoo typical nig nog bombs should ve got pics,1
18215, zannlxrd i hate when italian ppl say olive garden isnt real italian food fuck ur grandmas roasted casserole you bitch olive garden i ,1
13540,oh man this could be a serious first ever chanel bag contender evachen grape colored chanel bags t co q shjifv,2
2389, alan casillas lol bitches from riverside to la ahah,1
14210, anunnakigod bitch what ocean is this t co ylkr gej z,1
5965, fennecuskitsune you ve got no sole,2
21208,stupid lil bitch really think i m trippen you outttta pocket with this pimpinnn,1
9711,hazel e looks like a bird her and kaep prolly related by nose and shit,1
16068, koolassk u want a nigga to just spend all his hard earned money on u hoe go strip that solves that problem lol,1
6433, kieffer jason bitch am not your fam and wtf is skrong who says shit like that get your wack ass off my page lamo,1
7756,and the jew deuterostomes favorited my tweet though lol don t have anymore time for this trash ,0
23872,got your hoe on the scroll,1
17284, shewili when you go to a college party and you don t see any bitches t co acut et tu,1
23918,hey shawnda i m rich bitch ,1
1664, austinnn satisfied x what u did mr bitches stop calling me that but i balled,1
13966,quit teasing bitch,1
5785, cup ah noodles ya pussy let s go wheelin,1
2336, oz van iycmi i can t get any work done if you keep showin off your bitches ,1
1420, moffettmm just got done with my last final and i m walkin around campus like i own this place queer ,0
18064, whitneynocrack die slow bitch thotcho that s whitneynocrack tonestradamus scary accurate t co dx nxkll ,1
21079,something funny here peachpapayya midcityace control your excitement sir wdnick lets gooooo teena bitch ,1
19123, iambitchassness stop fucking calling these legends trash cuz the top artists of our generation take from the legends ,1
17551, taefrmutw it s utw over here bitch but a lot of shit be going down ,1
9351,funny thing is it s not just the people doing it it s the people who seeing these pics and judging the birds just as wrong ,2
3205, fuckboirik hahahaha youza fuck wigger,0
2563, based saiyan my grandpa has better comebacks and he s dead you faggot go outside and let go of your little ass dick for a minute,1
24514,the fact that soulja boy on dif reality shows wit dif bitches ,1
5263, zedd finger my throbbing pussy flaps,1
12492,lmao chill spook bakegriffin you think you better than niggas cause you in miami you ber colored faggot bmorehumble ,1
5969, firemunky google s a bitch your search ann b davis sexy did not match any image results ,1
19969, saramariewelch can t mean something to someone when they hittin up otha bitches,1
7613,all the bitches in shameless are straight bugoutsss,1
2172, does nobody sell orange flavored and colored bubblegum is that your fuckin problem giants fuck it i m going pack now,1
14162, alyssamichh tronkitty bad bitch ,1
6197, ivanrabago looks ghetto as fuck,1
11195,i m tryn tell yall brah i went wit a slut n could not stop da bitch frm boppin dat shit scary,1
21204,stupid cunt bitch on the road,1
14659, cheefpolo niggas be like i get times the pussy you get jokes on you fam times is zero,1
8388,catch me on the episode of vampire diaries tomorrow night i bitch slap katgraham,1
5876, dominiloka that hoe show up uninvited one day your ass won t come outside tho,1
8992,every time i fuck i gotta hit me least like two bitches ,1
19873, que i know u dawg hoes bck in style,1
19335, jballinbutts jamie caudillo you re retarded enough to be both but atleast i have a date to bring you on for your birthday ,1
5308, goldwhippp faggots old people people who can t drive drunk people,0
9292,fuck this hoe ass professor she looks like an extra from halloween town ,1
3055, doop lol shid who got one boy my ass lonely as a bitch you cuffed up ain t ya,1
1448, norapist on my way to fuck ur bitch t co sgvbbrwog mckinley ,1
222, reachtheeclimax bitches can t cook but know how to suck dick s o to the ones that can do both ,1
5082, vnnforum these marxist kikes promoted anti semitism by creating this film what was their incentive they just promote their enemies ,2
18461, imredhoe heard a bitch say im ugly but ha nigga thank different you say you mainline he dont treat me no different ,1
12070,jihadis keep on prattling about having shot down today what they think is an apache helicopter maybe it was an mi ,2
7076, sprayinpray i recall you telling one of the apollo teachers you hoped her baby came out retarded and it did assholeoftheyear lol ,1
13052,my homeboy got a hoe number on house arrest i said that s good she won t ask to go anywhere,1
22397,up early on dat good dope wit my niccas ,1
2130, every bitch got a fat ass or she from it rns,1
13704,oops i just had a freudian slit ,2
17894, tylar stblocjeremiah shut up hoe ass nigga,1
5346, richhomiekevin go to sleep niggah lol,1
5117, wakeuppeeps read w o slant your orig statement said everything we have that is the only extreme comment made,2
6584, littlelinnda nasshrodriguez linndaroose linda you just yourself rn you retard ,1
22679,when a hoe tryna get at you while ya girl is looking t co ihlzw njke,1
20423, yunglust weakndmlg hannahtherapper she a hoe year round yeezy taught me,1
16982, rbk steviej i dont respect nun about a bitch cause idgaf bout des hoes,1
13438,not about to play these games with this bitch,1
23208,yost on portsmouth this is the biggest white trash county in the nation yostknowsmost idowntown,0
13708,operation ask redhead resolve charlie brown rejectedpeanutsspecials,2
4782, steve wojtkiw emmalouisasuttl wise decisionthis alfie must be a right mong ,2
24384,really bitch,1
8762,do you ever look zayn and be like he cunt be reel emabiggestfans d,1
13155,my teacher called my mom cus i was eating in class fucking bitch,1
3340, halfbakd kitten ill finger ur tight pussy so slowly you ll be moaning my name bby,1
24102,it s friday bitches ,1
12656,looking back i liked colored better let s go back to that,2
23739,damn they gonna leave beth here long term trash,1
18491, shorrtstop if you still put your pride in front of your feelings then yes bitch your still childish,1
17643, thechriscates look at this faggot t co db siri qg,0
16885, petahhdagod bitch t co gluug qz p,1
6703, mjs chingonabe well he is at genos so he is the ultimate faggot,0
7210, truuueee that bitch done have it to u on sunday my nigga,0
13109,my nigga got me hanging out with his fat catfish bitch smh,1
3466, i gotone he had the hoes too,1
4260, neodaregularguy oil who said sumthin bout oil bitch you cookin ,1
11083,i wish i could mute rice krispies but instead them bitches snap crackling amp popping ain t that some shit ,1
18197, youss mayer saddybey fat bitch what s her t co izgkpcqio ,1
22931,wilson a hoe he said that shit years ago,1
13394,no one goes into psychiatry to help people those people are all immoral everyone who works in that field is pure trash ,0
21087,sometimes females are just fucking retarded bro i swear i just want to kick y all in the ovaries ,1
14379, bignorton i tweet like a nigger,1
20707,she a dirty bitch and i dotn have a doubt,1
16762, otraupdates rumours that the boys will be touring around the world for otra tour and it will end in the uk ireland as a welcome ho ,2
17928, uglygawd or fags cause if you post you found him attractive as well jactionj niggas who post trannys to see if a nigga thirsts ov ,1
8924,eat a dick bitch,1
8691,dekalb police are some hoes ,1
1129, basedchasen chad jordan in this bitch i m crying,1
15620, imlesliechow when you eat food that s too hot and start breathing like a retarded dragon ,1
19721, murrman hun i m quitting my job and going to learn to become a psychic now i know what you re thinking well not yet i m going to ,2
14105, abortionfunds grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ,2
1703, beautiful bleus you still fucn ya ex na that bitch corny,1
3945, liveitupjersey bwahaaaa i just choked on an oreo cookie i m figuring this may have something to do with it t co s bgmypx,2
2989, dearionbasedgod kendrick is not better than papoose or drake,2
943, bitches giving back rubs ,1
6030, gmalko jakeywakeyz a hour you re home and chillin and i m working pussy ,1
1112, ashley j shout out to my momma cuz she didn t raise no hoe ,1
6330, kaaaytate do it pussy,1
19891, rappersaid when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome t co impo ge ,1
23563,all y all some hoes tbh,1
18326, nenakelly thursday we will see bitches dressed up like if the hallways were runways clown make up on some girlsguys with pants belo ,1
3862, kvrmaa trill studyfn vlzed says the scrawny nigger ,1
21394,that fucking slutty beaner,0
9984,i ain t even know white girls had good pussy like dat eitha lbvs they winnin too,1
20973,so niggers really believe phelps just smokin on a regular huh tell me now amp i ll log off for the night,0
14890, dadonherself niggas will fuck over a pretty girl w her head on right for a ho who only got pair of good panties ,1
14113, adogg viva based stealing a car and fuckin yo bitch,1
24464,stance socks trash,2
10797,i need to stop being a little bitch lol,1
14622, causewereguys no bitch ass chick flick will ever be as sad as this movie t co olmajvztpr,1
3538, itsyour man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,0
7610,all the bad bitches are in the gym between u know why they ain t got no job,1
19755, nikejap bae go talk to your other hoes me t co wjfjmsf av,1
12662,looks like the next douche bag teabagger to be crowned governor is some ghoul named ducey rhymes with douchy azgov azvotes tcot gop,1
15320, gabrielaangela jacklynannn i m not even ghetto ,2
8696,dem hoes more leanandcuisine this nigga out here fucking retired widows irsuns new race fuck black woman t co tcsiji a d ,1
14593, cantbelocal the commandments of being a hoe t co z pyxgpj,1
13215,nelly got all the hoes singin lol,1
808,yankees astros mccarthy outduels keuchel in series finale t co hijjauktjn,2
9999,i aint no killa but dont push me revenge is the sweetest joy next to gettin pussy,1
21153,steve calvin annis cunt t co s cil z,1
21049,some of you bitches are dumbbbb,1
9424,giants vs stinky birds sunday think ima make some wings ,2
19928, roach nigga xiaobiniimessy can t believe i actually killed a cockroach smh you a bitch that was probably ma nigga eduardo,1
6820, pauijac because their parental unit is trash ,2
24773,you niggers cheat on ya gf s smh ,1
18085, woody afc maniac x whiteponyjr lmaoooo what a bunch of fags,0
10749,i mean if she a cunt then she a cunt it happens ,1
16382, marlin fishyass damn hoes askin niggas do i smoke no bitch u not getting smoked out tonight,1
12616,lol shawty at sheets gave me her number haha i throw tht shit in trash outside,1
15683, its kingwalt bruh don t do this trent w females swear their best friend is the baddest bitch in the world ,1
10454,i hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party like damn nessie im here too,1
506, if you re a bad bitch put your hands up high every girl in the room starts waving there hands around ,1
1362, kinggki im drunk i m bout to bitch need a ride ,1
1669, tharealist dis hoe bri will fuck up a wet dream pop up in the dream like t co asiqg ebpb,1
15152, fsohioguy had to wash the bird shit off of my broom disgusting creatures redstwitterfam sweep,1
6085, heydenbunsyolo jordan bird lovin bitch no u not u look like a full breaded cracker,1
15819, jimmy santander these office hoes do not shut the fuck up with their fucking chisme ,1
2199, more game of k then i m finish my new book john grisham cold then a hoe,1
24516,the jews gon be laughin at a nigga on judgement day when they see how ugly this bitch was,1
17195, sammylightning silencer up on that that bitch don t make a sound,1
14144, alissaonelove a nigga will talk down on a female with the same mouth he ate her pussy with ,1
3638, jbrendaro zgabrail ramsin gabeeli jacob times bitch ass nigggaaa,1
621, your teeth are like the stars aww thanks yeah yellow and far away from each other ,2
23675,bitches please in napa fewer than people were injured and literally of those were reported as critical,1
6542, laceeybugg bitch im smd hoe,1
280, xojennygirl i m making marack my girlfriend marackaf aye b you pullin hoes just like o taught you,1
20309, wegomakeit pussy pussy pussy i smell ya frum bout a mile away ,1
17337, slikhawk that s who dumb bitch gohawks t co injjm v,1
14370, bigbootyprobs happy valentine s day big booty bitches ,1
21659,them squirrels are faggots b sbaby life threesomethursdays t co xwop y ,1
14886, d sidbury wsfights if the purge come to my city ima be like t co ndm dyslcf this bitch is active as shit ,1
9335,fucking redneck queers and their game invites,0
5397, dinora e jk i would be a bitch if i got them done ,1
9556,gotta bitch with some church s chicken thighs,1
23834,fuck her rite in the pussy,1
21679,there are some retarded ass movies on netflix,1
4767, stevestockmantx hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people,0
394, socass sexilexi socass yasss trys new things with bestfriend bitch who do you love ,1
14507, broski lmao bitches hate u but still follow u ,1
550, she gotta shape up her pussy lips tho postprettypussy whole wheat organic pussy t co kq r a z g ,1
15485, hilariousbubble what are you twelve yeah on a scale of one to ten bitch,1
9852,hoes be like my niggas can t have no hoes but that how he meet yo ass ,1
16278, louievree this bitch feet been through years of slavery t co meljya qsp,1
12599,lol colored contacts played out ,2
23403,you said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,2
22846,why are teabaggers so interested in saving people who are muslim does syria have oil morningjoe,1
9962,hypocritical little bitch,1
18047, weightiifters rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs n ,1
24780,young buck wanna eat dat nigguh like i aint fuckin dis up again,1
16189, liiuglymane when your side bitch tries to hug you in public t co t urisxndf,1
19109, hollisbiggs based on my starbucks drink choices i admit that i am in fact a basic bitch ,1
2228, bad bitches glocks choppas,1
18514, adrianalisett zulema don t worry bitches only act bold when they have somebody to back them up it s cool tho i got you if anything ,1
3272, glodupshawdy manonthe moon tonydennis lilthickgawdess childishcudl ninathegoat yungrape basic bitch comeback expected,1
8687,deez niggas pussy so fuck em deez niggas ass so buss em,1
20238, trvpgxdx jen bitch daquan dropped your kids off today keisha bitch i don t got kids jen not no more bitch i swallowed em t ,1
19340, jdollasignnn stanleys i m so weak ima go stalk him now lmfao u lucky bitch ,1
3597, jaibrooks faggot,0
9390,geeked out my mine i think this bitch done stole a ,1
2023, cause these hoes ain t loyal and niggahs ain t either when it go down you callin for hittas that you ain t t co hj gaffzam,1
18084, wonkasm r i p to the hoes dying for attention,1
1195, coley cee lil aerii yhanaaaa dthang lmfaoooo bitch don t start okay bitch,1
19152, idntwearcondoms if i get or more retweets that s proof i get bitches let s settle this once and for all,1
14109, adamschein great job by the yankees giving brian cashman a new contract the haters are just wrong cc chriscarlinsny,2
18410, iamjazz where is d hoes ,1
2452, angrywillhelms genius the politically correct term would be intellectually disabled it s highly offensive to use the word retarded ,2
7172, thewagnerer fags ,0
20777,she s definitely a kardashian bird basedchasen t co ry ocbwvtn,2
5682, calissstaaa cause you re a damn border bunny you forget already ,1
24313,omfg dfkinlopes your feet bitch nipsllp whisper something dirty in my ear t co xriykfgg q,1
13422,nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch,1
24176,lol all the hoes i ve been through only to realize that i don t fuckin need any of them ,1
21702,there s other bad bitches ,1
12344,lemme find out that bitch nigga talking shit,0
17048, rayiopez when you re approaching your high score in flappy bird and die one pipe away t co bi rq a ur,2
3678, joey d you re such a pussy,1
21685,there may be a fag hag switch a comin ,1
12268,la is the only place where you will see some of the baddest bitches in the world at the bus stop,1
9762,heard i fuck with them bitches now you mad tripping ,1
1213, dammitslimm ppl who think webbie betta then boosie jus retarded ,1
7663,all you ofay got left is da oscars better enjoy dat before us colored folk get dat too ,1
20401, yepitstrey i be like fuck here come the o be cool son man fuck bitch ass ,1
15345, ghettoviine this bitch came to the club with a broken neck bitch you serious s t co a ynuopyvy,1
21172,stop actin like yu just started wearin ya uggs bitch i seen you break em out in august,1
17811, tooturntnacho why give a bitch ya heart when she rather have a purse ,1
11218,i m a sucker for colored eyes ,2
11744,im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,1
19090, hidalgoparadise d nigguh waldo had chipotle waiting for him at his house lucky soab lol,1
17981, versacetweetgod who gave this bitch that much confidence s t co tvmu oyjqx,1
8884,dumb ass bitch,1
16694, nooworrriess girls who vape gt gt only faggots say some pussy shit like that i swear ,1
